date,T2M,T2M_MAX,T2M_MIN,RH2M,WS2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2017-09-24,15.26,23.85,5.95,48.74,2.32,0.14,18.33
2017-09-25,15.24,21.98,9.91,70.8,2.74,11.5,16.68
2017-09-26,12.06,18.94,6.23,43.25,2.43,0.85,17.19
2017-09-27,6.71,14.38,-1.92,34.07,3.59,0.23,21.2
2017-09-28,4.81,13.61,-3.11,32.43,2.57,0.0,20.47
2017-09-29,9.9,19.52,1.29,30.7,2.26,0.0,20.06
2017-09-30,11.51,19.12,2.53,66.23,3.17,0.0,15.61
2017-10-01,7.03,12.79,2.83,49.25,4.01,0.11,13.76
2017-10-02,4.77,8.87,1.39,53.99,2.6,0.94,9.49
2017-10-03,5.99,14.35,-0.58,38.45,1.29,0.0,16.65
2017-10-04,6.35,13.83,-0.94,58.46,3.08,0.0,13.09
2017-10-05,8.23,14.77,4.41,83.19,3.95,0.0,9.86
2017-10-06,8.65,15.99,4.11,79.57,3.01,0.0,11.37
2017-10-07,9.95,16.66,5.43,78.0,1.84,0.0,15.57
2017-10-08,9.48,14.08,4.57,73.47,3.09,1.61,5.05
2017-10-09,1.95,4.06,0.45,75.63,5.56,14.39,5.38
2017-10-10,1.1,6.36,-3.97,78.75,2.1,5.42,8.04
2017-10-11,0.29,7.04,-6.1,66.1,1.67,0.21,16.73
2017-10-12,1.07,7.26,-3.73,57.83,2.5,0.77,14.41
2017-10-13,2.31,10.15,-3.64,41.94,1.6,0.0,17.56
2017-10-14,3.66,12.4,-3.91,60.3,2.23,0.11,14.9
2017-10-15,4.63,13.33,-1.43,39.83,1.63,0.01,15.23
2017-10-16,4.95,13.28,-2.59,65.39,2.01,0.0,13.96
2017-10-17,4.51,7.0,2.61,92.07,1.63,5.52,4.22
2017-10-18,5.93,13.64,1.12,74.02,1.14,0.92,6.79
2017-10-19,5.05,11.72,1.13,81.18,1.63,0.01,12.64
2017-10-20,6.84,15.41,1.64,68.27,1.57,0.0,14.38
2017-10-21,5.17,10.4,0.19,68.03,1.65,0.57,7.21
2017-10-22,4.72,13.18,-0.62,59.99,2.83,0.0,15.8
2017-10-23,4.0,11.7,-2.57,65.54,1.62,0.0,15.61
2017-10-24,4.16,10.98,-2.51,84.52,1.6,0.01,13.16
2017-10-25,6.26,10.68,2.17,87.08,1.9,2.44,4.13
2017-10-26,4.7,10.36,0.49,80.15,2.09,0.56,10.91
2017-10-27,4.62,13.28,-2.18,63.36,3.0,0.0,14.01
2017-10-28,-4.01,0.42,-7.71,40.36,5.01,0.06,15.37
2017-10-29,-2.55,3.81,-7.56,39.48,2.39,0.0,15.81
2017-10-30,-1.68,5.9,-6.69,51.18,2.18,0.0,14.43
2017-10-31,0.91,9.49,-2.97,60.81,2.33,0.0,13.04
2017-11-01,2.39,7.38,-2.23,53.96,1.82,0.0,11.56
2017-11-02,-0.75,5.4,-5.49,54.5,3.58,0.0,13.95
2017-11-03,-2.55,3.54,-6.34,46.89,2.2,0.0,14.21
2017-11-04,-0.83,6.69,-5.89,56.97,2.14,0.0,13.56
2017-11-05,0.39,6.0,-3.12,91.16,1.74,0.0,12.29
2017-11-06,2.07,9.86,-3.25,75.21,2.58,0.0,10.28
2017-11-07,-0.11,6.38,-4.69,46.25,2.47,0.0,12.99
2017-11-08,2.02,8.51,-2.85,46.16,1.68,0.0,9.91
2017-11-09,0.06,4.46,-5.03,69.58,4.23,0.15,5.28
2017-11-10,-5.35,-0.59,-8.73,48.39,3.84,0.04,13.52
2017-11-11,-3.43,1.92,-7.18,56.64,3.23,0.0,11.88
2017-11-12,-2.87,3.15,-7.7,61.25,3.52,0.0,12.11
2017-11-13,-7.37,-2.74,-12.89,50.76,3.86,0.0,11.46
2017-11-14,-9.35,-1.98,-15.17,42.1,3.08,0.0,12.61
2017-11-15,-7.66,-0.78,-13.33,44.54,1.97,0.0,10.82
2017-11-16,-4.07,3.03,-9.22,50.22,2.71,0.0,11.74
2017-11-17,-11.64,-8.04,-15.75,46.81,6.64,0.0,10.02
2017-11-18,-11.07,-3.19,-17.13,42.15,2.79,0.0,12.46
2017-11-19,-8.73,-0.17,-14.64,45.8,2.85,0.0,10.25
2017-11-20,-7.54,0.61,-12.71,62.56,2.59,0.0,11.85
2017-11-21,-7.71,-0.62,-12.2,66.81,3.6,0.0,11.16
2017-11-22,-11.34,-6.78,-16.08,60.94,4.18,0.03,9.48
2017-11-23,-12.86,-7.14,-17.26,62.35,4.12,0.01,9.14
2017-11-24,-11.45,-3.98,-17.76,69.77,3.27,0.04,7.01
2017-11-25,-7.2,-1.04,-11.41,64.14,4.26,0.33,8.21
2017-11-26,-7.87,-1.54,-13.65,64.23,2.78,0.0,10.95
2017-11-27,-6.29,0.42,-10.39,72.08,3.14,0.0,9.86
2017-11-28,-12.37,-9.23,-15.25,41.8,4.47,0.0,11.3
2017-11-29,-11.26,-4.33,-15.95,38.17,2.29,0.0,8.05
2017-11-30,-12.31,-4.85,-18.42,52.7,2.66,0.0,11.01
2017-12-01,-10.87,-4.34,-15.17,54.39,2.28,0.0,10.03
2017-12-02,-9.09,-0.25,-14.39,65.07,1.82,0.0,10.32
2017-12-03,-12.09,-7.73,-16.92,54.59,4.44,0.0,8.11
2017-12-04,-14.45,-8.59,-19.11,60.72,3.89,0.0,9.97
2017-12-05,-10.46,-1.45,-16.03,59.83,3.07,0.0,10.29
2017-12-06,-9.85,-2.35,-14.35,60.74,3.02,0.0,10.11
2017-12-07,-12.72,-7.98,-15.64,69.25,5.09,0.0,10.13
2017-12-08,-9.74,-1.12,-16.09,56.29,2.74,0.0,9.85
2017-12-09,-8.92,-2.55,-12.89,50.68,2.79,0.0,9.15
2017-12-10,-11.96,-6.49,-16.09,72.14,4.2,0.01,9.3
2017-12-11,-12.41,-7.3,-17.19,67.71,2.67,0.0,9.23
2017-12-12,-9.72,-2.16,-14.21,62.53,1.71,0.0,8.97
2017-12-13,-9.41,-4.09,-14.45,63.8,1.12,0.0,7.88
2017-12-14,-8.77,-3.74,-14.22,82.03,2.53,0.06,4.01
2017-12-15,-14.51,-9.72,-17.89,60.52,5.41,0.0,8.34
2017-12-16,-15.83,-10.07,-19.6,59.75,5.59,0.0,8.75
2017-12-17,-12.87,-4.04,-18.62,53.42,2.97,0.0,9.42
2017-12-18,-13.08,-6.84,-17.37,67.77,4.28,0.0,9.19
2017-12-19,-12.16,-3.59,-17.25,71.64,3.27,0.0,9.24
2017-12-20,-10.11,-2.66,-16.32,73.09,2.91,0.0,9.71
2017-12-21,-10.49,-4.11,-15.13,77.56,2.14,0.0,9.21
2017-12-22,-8.67,-0.37,-14.91,51.99,2.01,0.0,8.21
2017-12-23,-9.11,-2.05,-14.46,71.73,2.78,0.0,7.26
2017-12-24,-12.05,-7.89,-15.2,64.28,3.83,0.0,9.48
2017-12-25,-11.49,-3.24,-16.06,67.73,1.81,0.0,8.66
2017-12-26,-11.25,-4.68,-15.58,72.21,1.88,0.0,9.34
2017-12-27,-9.14,-3.62,-14.94,75.52,1.13,0.0,9.08
2017-12-28,-4.32,2.63,-8.64,60.1,0.93,0.0,8.58
2017-12-29,-6.87,-0.67,-12.68,53.3,2.03,0.0,5.37
2017-12-30,-13.28,-8.91,-16.82,53.21,2.93,0.0,9.17
2017-12-31,-11.96,-5.12,-17.44,47.52,1.59,0.0,9.64
2018-01-01,-10.64,-4.26,-15.32,47.25,1.42,0.0,9.62
2018-01-02,-14.44,-8.83,-17.87,60.01,4.12,0.0,8.99
2018-01-03,-14.48,-7.81,-19.84,51.13,3.18,0.0,8.55
2018-01-04,-12.13,-8.17,-14.97,55.4,1.68,0.01,6.47
2018-01-05,-11.3,-4.68,-15.72,66.48,1.53,0.0,8.89
2018-01-06,-10.4,-6.66,-13.98,62.87,1.27,1.12,4.41
2018-01-07,-14.25,-9.54,-19.81,71.13,3.13,0.11,5.44
2018-01-08,-17.2,-13.09,-20.64,75.9,5.88,0.1,6.81
2018-01-09,-16.74,-12.87,-20.27,71.12,6.56,0.03,7.69
2018-01-10,-16.54,-10.7,-20.81,70.1,5.35,0.0,9.06
2018-01-11,-15.66,-7.48,-22.01,63.31,3.12,0.0,9.41
2018-01-12,-14.5,-8.37,-18.72,80.83,1.81,0.0,9.42
2018-01-13,-12.68,-7.2,-16.82,92.59,2.33,0.0,9.07
2018-01-14,-11.63,-4.66,-16.2,70.38,2.51,0.0,10.57
2018-01-15,-9.88,-2.67,-15.81,56.86,3.41,0.0,8.28
2018-01-16,-12.78,-7.42,-18.86,67.75,2.43,0.01,10.29
2018-01-17,-12.4,-6.67,-17.02,59.46,3.32,0.1,11.07
2018-01-18,-13.14,-4.01,-20.03,63.26,2.75,0.0,11.26
2018-01-19,-11.32,-3.51,-16.18,57.03,2.21,0.0,11.0
2018-01-20,-10.63,-3.19,-15.44,57.77,2.25,0.0,11.13
2018-01-21,-12.35,-7.35,-16.63,73.26,2.26,0.37,5.71
2018-01-22,-20.37,-15.92,-27.18,51.16,5.76,0.0,8.25
2018-01-23,-22.84,-15.57,-28.05,45.41,3.83,0.0,9.91
2018-01-24,-20.22,-12.68,-25.96,46.9,3.19,0.0,10.46
2018-01-25,-17.37,-11.9,-23.52,50.36,2.69,0.0,9.26
2018-01-26,-13.31,-8.85,-17.96,77.16,1.35,0.02,8.08
2018-01-27,-15.93,-10.73,-25.39,72.91,4.15,0.17,6.31
2018-01-28,-21.17,-15.02,-26.52,54.94,6.91,0.0,11.53
2018-01-29,-17.41,-10.43,-22.85,65.21,4.03,0.0,10.6
2018-01-30,-16.13,-7.97,-22.27,55.98,3.17,0.0,12.07
2018-01-31,-15.82,-7.79,-21.97,60.92,2.36,0.0,11.49
2018-02-01,-16.39,-10.73,-20.86,64.04,4.11,0.01,10.79
2018-02-02,-19.32,-12.77,-24.36,62.17,3.69,0.0,12.44
2018-02-03,-17.86,-10.87,-22.96,62.45,3.65,0.0,12.61
2018-02-04,-15.51,-7.0,-21.65,70.0,4.06,0.0,13.09
2018-02-05,-14.57,-6.33,-20.44,67.92,2.74,0.0,13.13
2018-02-06,-13.37,-4.93,-19.22,61.04,3.34,0.0,13.07
2018-02-07,-16.03,-9.7,-21.29,61.31,3.51,0.01,13.86
2018-02-08,-14.1,-6.25,-19.6,60.98,3.1,0.0,11.23
2018-02-09,-17.47,-12.93,-21.89,58.02,4.01,0.0,13.54
2018-02-10,-18.91,-13.29,-24.86,60.5,4.55,0.0,12.92
2018-02-11,-18.81,-13.96,-24.43,56.92,6.65,0.0,13.54
2018-02-12,-12.97,-3.37,-21.49,56.25,4.18,0.0,14.92
2018-02-13,-10.39,0.84,-18.06,63.1,3.07,0.0,13.53
2018-02-14,-11.67,-5.87,-15.5,50.63,3.35,0.0,12.27
2018-02-15,-9.25,-0.34,-16.89,42.97,2.34,0.0,13.02
2018-02-16,-8.51,-0.89,-16.13,45.17,2.93,0.0,14.56
2018-02-17,-6.21,0.21,-11.29,55.2,1.84,0.0,8.81
2018-02-18,-6.01,1.69,-12.05,50.53,1.91,0.0,15.26
2018-02-19,-8.86,-1.73,-14.44,50.08,3.24,0.02,12.79
2018-02-20,-11.28,-4.12,-17.7,44.87,2.64,0.0,15.1
2018-02-21,-10.79,-3.21,-16.46,40.85,2.96,0.0,15.37
2018-02-22,-9.49,-2.22,-15.01,41.03,3.44,0.0,16.39
2018-02-23,-7.74,0.15,-12.91,44.8,2.58,0.0,10.63
2018-02-24,-6.95,1.09,-13.84,47.71,2.22,0.0,13.78
2018-02-25,-3.18,4.34,-10.21,54.57,2.48,0.0,15.72
2018-02-26,-1.78,7.16,-9.09,43.2,3.06,0.0,17.07
2018-02-27,-1.15,6.48,-7.24,43.41,2.16,0.0,14.1
2018-02-28,-3.1,4.69,-11.42,44.34,6.36,0.02,17.18
2018-03-01,-7.45,0.34,-14.93,40.22,3.61,0.0,17.7
2018-03-02,-0.8,9.12,-9.63,58.79,3.34,0.0,16.59
2018-03-03,0.49,6.28,-2.83,46.28,2.59,0.0,11.34
2018-03-04,-1.15,4.98,-5.64,29.35,3.91,0.0,15.35
2018-03-05,-2.31,6.03,-8.63,31.92,2.55,0.0,19.36
2018-03-06,-0.72,5.63,-6.87,61.64,4.01,0.94,11.28
2018-03-07,-4.29,-0.9,-10.65,56.9,6.16,0.17,17.42
2018-03-08,-5.6,1.96,-12.56,41.33,2.13,0.0,20.24
2018-03-09,-1.3,9.66,-10.05,48.82,3.04,0.0,17.64
2018-03-10,2.98,10.2,-2.89,29.76,1.32,0.0,20.13
2018-03-11,2.43,11.3,-3.28,56.8,2.31,0.0,15.64
2018-03-12,4.46,14.48,-1.84,55.12,2.49,0.0,18.16
2018-03-13,7.34,16.94,-1.58,33.28,2.11,0.0,18.99
2018-03-14,4.95,15.49,-5.69,44.12,4.72,0.0,14.61
2018-03-15,-3.32,3.62,-8.68,33.44,5.76,0.0,18.06
2018-03-16,-0.64,6.47,-6.34,50.13,2.67,0.92,12.17
2018-03-17,1.11,8.65,-3.27,75.78,2.08,1.25,5.77
2018-03-18,2.76,10.63,-3.08,40.23,2.84,0.0,18.6
2018-03-19,3.73,10.9,-1.51,36.26,1.96,0.0,18.01
2018-03-20,2.18,9.19,-3.32,63.49,2.32,0.01,14.37
2018-03-21,1.74,8.64,-3.52,72.48,1.79,1.7,13.12
2018-03-22,3.74,11.93,-3.34,54.61,2.18,0.01,19.57
2018-03-23,4.47,12.66,-2.94,35.41,2.74,0.0,20.72
2018-03-24,5.61,14.31,-2.15,25.06,1.96,0.0,23.49
2018-03-25,7.0,15.78,0.4,30.79,2.77,0.0,22.95
2018-03-26,8.05,18.72,-1.04,41.94,2.83,0.0,17.79
2018-03-27,9.51,20.34,-0.44,42.12,3.62,0.0,12.72
2018-03-28,10.73,18.98,3.56,38.47,2.76,0.0,16.53
2018-03-29,9.81,19.07,2.04,43.5,5.15,0.0,18.56
2018-03-30,9.27,19.05,3.46,59.9,4.86,0.02,12.91
2018-03-31,9.07,17.09,2.75,40.3,3.37,0.0,20.29
2018-04-01,9.63,19.77,0.67,30.49,4.14,0.0,20.17
2018-04-02,8.1,16.59,0.23,44.05,4.33,0.0,19.37
2018-04-03,-1.33,2.54,-6.57,62.18,4.04,4.22,9.24
2018-04-04,-2.09,3.32,-6.64,84.38,4.4,12.05,5.5
2018-04-05,-4.07,-0.4,-7.97,62.97,7.3,0.27,16.82
2018-04-06,-7.87,-4.1,-11.97,53.78,7.16,0.62,19.53
2018-04-07,-1.4,8.98,-12.44,40.12,4.51,0.0,22.69
2018-04-08,5.4,13.89,-3.89,36.51,2.57,0.0,24.75
2018-04-09,6.95,17.18,-2.51,37.15,3.94,0.0,15.83
2018-04-10,4.61,10.45,-1.47,51.58,5.49,0.11,24.7
2018-04-11,7.3,16.92,-2.25,35.2,2.72,0.0,21.97
2018-04-12,10.46,19.27,1.14,37.15,4.29,1.88,20.27
2018-04-13,4.84,11.47,-2.17,47.89,5.81,3.94,19.69
2018-04-14,0.69,7.84,-5.41,43.48,5.36,0.0,28.16
2018-04-15,4.98,14.07,-4.02,30.69,2.63,0.0,27.93
2018-04-16,6.89,16.11,-2.68,37.83,3.17,0.0,26.0
2018-04-17,10.39,21.75,0.35,44.92,2.34,0.0,25.8
2018-04-18,15.2,25.56,6.28,34.64,2.37,0.0,25.66
2018-04-19,17.16,27.57,6.47,39.57,5.81,0.0,22.49
2018-04-20,14.03,24.03,5.74,65.78,5.93,10.01,12.44
2018-04-21,11.3,20.35,3.35,61.56,5.18,0.19,23.54
2018-04-22,12.03,20.39,5.39,60.61,2.86,0.32,14.21
2018-04-23,7.02,14.17,1.01,54.76,4.98,0.03,22.96
2018-04-24,7.02,15.05,-1.2,49.75,2.3,0.0,20.45
2018-04-25,10.34,18.69,3.04,39.1,2.22,0.0,27.67
2018-04-26,12.89,22.55,3.66,31.82,3.95,0.0,28.01
2018-04-27,13.31,23.12,2.43,24.46,2.48,0.0,28.97
2018-04-28,15.28,24.88,4.92,38.92,2.94,0.0,28.2
2018-04-29,12.15,18.23,6.07,45.02,3.65,0.0,19.66
2018-04-30,11.55,20.12,4.85,41.43,4.11,0.0,20.86
2018-05-01,6.94,12.95,0.95,45.67,3.65,0.06,18.49
2018-05-02,7.64,15.16,-0.54,32.22,3.42,0.0,25.9
2018-05-03,11.15,21.26,0.05,27.59,2.14,0.0,29.66
2018-05-04,14.99,26.21,4.13,30.46,4.07,0.0,26.09
2018-05-05,12.33,19.16,5.47,24.04,3.6,0.0,20.09
2018-05-06,14.25,23.06,3.35,22.58,1.77,0.0,26.09
2018-05-07,15.93,24.77,5.82,29.62,1.85,0.0,29.48
2018-05-08,15.76,23.67,7.47,44.62,2.79,0.0,27.44
2018-05-09,14.46,22.29,6.38,48.04,3.84,0.03,23.46
2018-05-10,12.1,19.11,8.49,69.23,2.42,11.33,10.01
2018-05-11,13.61,21.32,7.01,51.93,3.07,1.37,24.2
2018-05-12,11.69,17.97,4.15,42.21,2.35,0.1,20.27
2018-05-13,16.54,27.2,4.53,37.21,3.44,0.0,27.3
2018-05-14,20.44,30.84,9.15,46.74,3.64,0.0,29.71
2018-05-15,20.9,29.84,10.58,50.19,3.39,0.0,28.97
2018-05-16,18.55,26.61,12.65,45.32,5.72,0.31,24.58
2018-05-17,16.91,25.44,9.83,49.62,4.36,4.53,27.5
2018-05-18,15.5,23.65,6.07,45.33,3.03,0.0,30.96
2018-05-19,12.66,15.41,9.24,89.27,3.97,25.82,3.5
2018-05-20,14.07,20.56,8.29,75.76,2.63,1.57,13.85
2018-05-21,13.26,20.88,6.76,72.23,4.85,6.07,8.82
2018-05-22,8.8,14.7,0.85,26.48,5.58,0.0,32.0
2018-05-23,13.54,24.54,1.56,29.96,4.2,0.0,32.51
2018-05-24,16.37,25.19,5.38,37.45,2.1,0.0,29.05
2018-05-25,21.12,29.18,12.91,29.16,1.9,0.0,25.02
2018-05-26,13.27,19.35,7.61,38.85,5.05,0.38,15.72
2018-05-27,15.16,24.58,5.1,29.36,4.75,0.0,29.63
2018-05-28,11.73,19.08,5.16,32.79,4.23,0.0,32.28
2018-05-29,13.45,21.54,3.62,38.24,3.43,0.0,32.36
2018-05-30,17.26,25.37,7.88,32.1,2.2,0.0,31.76
2018-05-31,18.91,27.38,9.71,31.26,2.07,0.0,32.1
2018-06-01,19.05,27.52,10.07,39.81,2.84,0.0,27.65
2018-06-02,17.98,26.23,10.79,46.77,2.91,0.27,20.8
2018-06-03,13.22,19.26,7.76,33.14,4.46,0.0,22.66
2018-06-04,17.42,27.71,6.2,23.89,4.34,0.0,31.8
2018-06-05,19.45,28.85,9.73,25.91,3.86,0.0,24.22
2018-06-06,17.94,24.56,12.0,37.58,3.59,0.0,21.95
2018-06-07,15.7,21.5,9.39,42.4,2.95,0.0,28.25
2018-06-08,15.73,20.32,9.7,46.48,1.09,0.01,19.51
2018-06-09,17.33,25.13,7.74,46.01,2.36,0.59,22.99
2018-06-10,19.63,27.99,9.48,31.49,2.47,0.0,24.04
2018-06-11,20.29,29.07,12.19,32.7,3.2,0.0,23.94
2018-06-12,19.05,27.12,10.7,27.35,3.82,0.12,24.12
2018-06-13,17.02,24.48,8.31,40.59,3.75,0.0,29.26
2018-06-14,20.85,29.12,10.59,35.6,1.95,0.0,31.53
2018-06-15,20.97,28.41,11.95,38.77,3.24,0.0,23.07
2018-06-16,18.45,22.78,14.06,64.92,2.48,6.65,12.83
2018-06-17,19.35,26.22,12.41,55.47,1.53,0.13,25.2
2018-06-18,20.1,27.73,12.54,48.72,3.27,0.35,26.91
2018-06-19,18.92,26.86,10.89,29.61,3.42,0.0,32.25
2018-06-20,21.09,29.32,10.83,29.38,1.16,0.0,28.47
2018-06-21,20.47,28.55,14.92,43.8,2.92,0.38,15.89
2018-06-22,21.34,30.47,12.36,51.2,1.45,0.58,24.06
2018-06-23,24.54,33.13,14.64,43.44,2.14,0.1,24.82
2018-06-24,21.66,27.24,18.11,60.69,2.28,5.63,13.73
2018-06-25,21.22,25.74,16.97,58.69,1.62,0.62,17.42
2018-06-26,22.98,30.93,14.02,32.05,2.92,0.0,28.67
2018-06-27,20.58,27.55,14.16,36.26,4.49,0.0,30.53
2018-06-28,21.04,28.51,12.18,37.86,3.01,0.0,31.74
2018-06-29,22.51,30.01,16.86,38.14,1.35,0.0,18.06
2018-06-30,23.18,31.03,16.18,42.22,1.77,0.86,26.58
2018-07-01,21.14,26.51,14.39,54.31,3.0,0.02,18.18
2018-07-02,18.75,22.49,14.98,71.27,3.98,3.61,7.63
2018-07-03,19.92,25.96,13.95,68.55,2.09,5.11,17.95
2018-07-04,23.39,30.25,14.96,49.15,0.9,0.21,25.74
2018-07-05,25.28,31.52,18.84,40.0,1.15,0.22,25.68
2018-07-06,23.5,31.28,17.29,54.84,2.31,2.2,18.52
2018-07-07,19.38,24.53,14.69,79.82,2.03,21.81,10.39
2018-07-08,21.44,28.7,14.61,60.99,1.51,5.47,21.91
2018-07-09,19.81,26.72,13.45,63.37,2.45,3.25,22.96
2018-07-10,19.14,26.24,11.35,63.46,4.38,3.67,18.13
2018-07-11,19.19,26.28,14.89,73.44,2.07,24.21,14.15
2018-07-12,21.15,29.41,13.5,66.83,2.79,0.44,24.45
2018-07-13,21.92,29.43,14.8,66.56,1.83,7.36,25.98
2018-07-14,23.02,30.6,15.6,59.09,1.51,0.41,29.77
2018-07-15,22.04,26.63,18.01,80.48,4.06,9.42,12.95
2018-07-16,19.48,24.64,16.32,75.9,2.18,29.6,9.29
2018-07-17,20.6,26.86,16.91,80.59,2.01,23.7,19.7
2018-07-18,22.87,29.37,16.02,78.04,2.87,0.73,26.03
2018-07-19,21.52,24.63,19.08,92.32,4.32,22.31,10.15
2018-07-20,22.2,27.76,16.73,75.83,2.17,9.82,16.79
2018-07-21,20.93,25.36,16.4,78.29,1.29,9.7,20.79
2018-07-22,22.06,28.35,15.22,73.63,1.26,0.14,27.87
2018-07-23,20.55,24.22,17.59,89.21,2.2,6.52,18.39
2018-07-24,18.22,21.67,12.55,84.51,2.26,17.91,9.57
2018-07-25,18.23,24.93,11.15,73.97,2.12,0.31,26.64
2018-07-26,19.8,26.15,12.98,68.96,1.84,0.0,29.81
2018-07-27,21.28,26.85,15.52,82.38,2.16,0.01,21.05
2018-07-28,22.09,27.52,17.69,79.57,2.1,0.03,22.44
2018-07-29,23.32,28.61,17.59,73.84,1.58,0.06,22.95
2018-07-30,25.09,30.63,20.0,64.61,1.12,0.0,24.55
2018-07-31,24.16,31.13,18.05,67.48,1.76,0.0,26.91
2018-08-01,23.04,28.84,16.51,72.94,2.8,0.0,21.11
2018-08-02,23.43,28.9,18.56,74.75,2.81,0.0,20.12
2018-08-03,23.9,28.62,18.17,71.32,2.08,0.31,21.98
2018-08-04,25.15,30.51,19.9,65.78,1.1,1.37,22.53
2018-08-05,25.14,29.75,19.56,66.45,1.5,3.13,21.75
2018-08-06,22.96,29.24,18.32,76.21,2.31,8.42,16.97
2018-08-07,19.9,24.52,17.04,71.83,1.91,7.64,12.47
2018-08-08,23.49,29.39,17.28,56.77,1.41,1.34,25.12
2018-08-09,23.72,29.79,17.18,54.5,1.35,0.11,25.56
2018-08-10,22.44,27.82,18.93,66.14,1.47,0.68,22.26
2018-08-11,20.05,25.05,16.53,77.7,1.58,6.17,21.47
2018-08-12,20.08,23.87,15.49,76.99,1.8,0.98,19.66
2018-08-13,21.04,26.11,15.95,66.28,0.89,0.42,22.43
2018-08-14,21.29,28.89,13.91,58.89,2.09,0.17,25.87
2018-08-15,21.35,28.55,13.57,56.14,2.16,0.0,26.85
2018-08-16,21.52,28.54,15.57,67.97,1.75,0.74,22.5
2018-08-17,16.76,22.91,11.9,64.88,2.33,1.91,8.85
2018-08-18,18.99,27.33,10.19,49.96,1.36,0.01,26.93
2018-08-19,20.28,27.82,11.88,58.95,1.1,0.07,25.33
2018-08-20,20.57,28.78,12.41,46.49,2.9,0.81,24.9
2018-08-21,16.97,22.48,10.92,58.03,1.61,0.0,16.57
2018-08-22,18.17,24.36,11.33,54.54,1.38,1.1,21.55
2018-08-23,18.49,23.72,12.54,61.63,1.13,6.55,22.71
2018-08-24,19.35,25.5,12.37,57.25,0.79,0.1,23.98
2018-08-25,17.52,22.68,12.07,73.71,1.54,2.78,13.55
2018-08-26,19.7,25.22,13.1,68.08,1.4,0.72,21.59
2018-08-27,19.99,24.85,15.89,74.06,2.84,13.78,13.49
2018-08-28,18.32,24.91,13.03,68.57,3.18,1.14,23.49
2018-08-29,18.75,25.13,12.24,60.53,2.39,1.14,22.74
2018-08-30,17.85,24.47,13.03,68.13,2.38,5.85,19.86
2018-08-31,18.18,24.62,11.74,75.0,2.67,1.64,13.43
2018-09-01,15.9,18.61,13.52,92.9,3.73,51.73,3.25
2018-09-02,16.32,23.26,9.77,69.57,2.65,0.09,20.71
2018-09-03,12.94,19.18,7.75,70.58,3.92,0.0,20.6
2018-09-04,14.19,21.11,6.47,62.73,2.09,0.0,20.26
2018-09-05,15.58,22.97,8.64,56.94,2.81,0.13,21.69
2018-09-06,8.96,13.95,4.0,71.06,5.64,0.45,12.54
2018-09-07,9.39,16.57,3.34,65.5,3.26,0.0,24.87
2018-09-08,11.2,18.58,3.58,54.13,1.33,0.0,24.33
2018-09-09,12.45,19.03,6.82,52.99,1.62,0.0,21.45
2018-09-10,11.1,16.36,5.1,79.05,3.66,3.78,5.15
2018-09-11,12.44,18.25,9.27,84.12,3.09,2.77,11.64
2018-09-12,13.87,20.89,8.91,79.84,2.16,1.41,21.77
2018-09-13,14.03,19.16,9.65,86.45,1.75,1.83,16.17
2018-09-14,12.68,19.06,6.4,79.0,3.72,2.0,12.84
2018-09-15,8.66,14.96,3.19,54.81,2.85,0.0,23.17
2018-09-16,9.92,16.93,2.84,41.59,1.17,0.0,24.01
2018-09-17,9.58,13.94,5.87,50.0,1.26,0.0,12.15
2018-09-18,11.63,18.89,5.77,54.62,1.1,0.06,13.23
2018-09-19,12.63,18.64,7.56,60.08,1.39,0.01,14.82
2018-09-20,9.95,18.08,2.27,53.97,3.13,0.0,20.05
2018-09-21,5.37,12.93,-1.24,52.37,4.14,0.0,22.89
2018-09-22,4.56,11.85,-2.54,54.36,4.28,0.0,22.56
2018-09-23,6.24,14.9,-0.86,60.9,2.99,0.0,22.34
2018-09-24,9.21,17.49,0.53,56.82,1.75,0.0,20.63
2018-09-25,9.56,15.31,3.86,82.82,1.78,0.03,4.74
2018-09-26,10.83,16.33,6.89,78.68,1.98,0.04,8.49
2018-09-27,7.61,10.75,1.02,82.45,3.66,13.78,5.65
2018-09-28,5.29,11.54,-0.51,69.34,2.95,1.01,15.58
2018-09-29,3.02,9.18,-3.02,64.64,4.0,0.38,18.51
2018-09-30,3.36,9.13,-2.19,78.8,5.68,0.37,13.04
2018-10-01,6.0,14.0,-0.42,68.81,3.59,0.01,18.72
2018-10-02,6.92,15.63,-1.07,54.17,2.05,0.0,20.48
2018-10-03,9.16,16.36,3.08,39.73,1.41,0.0,20.11
2018-10-04,8.47,16.77,0.88,56.66,2.45,0.0,17.67
2018-10-05,4.59,9.52,-1.78,70.44,2.6,1.05,9.83
2018-10-06,0.94,7.88,-4.51,48.28,3.26,0.0,20.2
2018-10-07,2.04,10.49,-4.4,51.4,3.04,0.0,19.76
2018-10-08,0.99,9.31,-5.4,59.87,2.72,0.0,15.16
2018-10-09,-1.45,4.88,-5.49,60.33,3.17,0.0,16.01
2018-10-10,-0.54,6.2,-4.82,61.89,2.88,0.0,18.82
2018-10-11,2.34,9.37,-4.28,48.5,0.95,0.0,18.27
2018-10-12,4.65,12.34,-3.36,44.53,1.46,0.0,17.59
2018-10-13,6.4,13.04,0.19,64.58,1.29,0.11,12.8
2018-10-14,7.12,12.82,2.84,73.18,0.83,0.76,9.85
